Unique ID, Nationality, DOB, Marital Status, Number of Children, Work Reason, Characteristics, Work Skill, Reason for Leaving ,Current Job, Previous Jobs, Start Date, Current Job Start Date, End Date
4475,Russian,13/8/1975,Single,0,CULTURE,['Low IQ'],['Mechanical'; 'Computer'],Time,Computer_Repair,['Computer_Repair'; 'Ditch_Digger'; 'Office_Worker'],9/28/2012,9/8/2018,NA
6742,German,27/6/1975,Single,1,PARENTS,['Crafty'],['Construction'; 'Electrical'],Time,Food_TesterCivilian_Guard,['Office_Worker'; 'Ditch_Digger'; 'Computer_Repair'],1/2/2012,5/11/2019,NA
63,Italian,20/5/1969,Single,2,CULTURE,['Scar arm'],['Construction'],Time,Construction,['Farmer'; 'Food_TesterCivilian_Guard'],3/4/2012,10/28/2017,NA
2651,American,14/10/1969,Single,4,CULTURE,['Crafty'; 'Dark skin'],['Computer'; 'Typing'],Voluntarily,Computer_Repair,['Shoe_Tester'; 'Office_Worker'; 'Computer_Repair'; 'Ditch_Digger'; 'Office_Worker'; 'Farmer'],10/24/2016,6/1/2018,NA
6886,American,13/4/1985,Single,6,CULTURE,['Low IQ'],['Electrical'; 'Construction'],Exhaustion,Food_TesterCivilian_Guard,['Computer_Repair'],9/4/2012,2/25/2017,NA
6275,Italian,22/6/1984,Single,2,CULTURE,['No teeth'],['Shoe-making'],Exhaustion,Boulder_Reducer,['Boulder_Reducer'; 'Construction'; 'Construction'; 'Ditch_Digger'],4/3/2014,2/26/2019,NA
1513,Israeli,23/4/1995,Other,2,BEHAVIOR,['Long legs'; 'Tattoo back'],['Construction'; 'Strong'],NA,NA,['Office_Worker'],10/23/2016,NA,1/22/2019
9836,Israeli,27/2/1985,Married,2,BEHAVIOR,['Dark skin'],['Shoe-making'; 'Construction'],Time,Food_TesterCivilian_Guard,['Computer_Repair'; 'Boulder_Reducer'; 'Office_Worker'],1/25/2010,5/5/2018,NA
8586,Israeli,2/3/1969,Other,1,CULTURE,['Tattoo back'; 'One arm'],['Mathematics'; 'Shoe-making'],Time,Boulder_Reducer,['Ditch_Digger'; 'Food_TesterCivilian_Guard'; 'Shoe_Tester'; 'Construction'; 'Ditch_Digger'],11/20/2012,1/28/2017,NA
4631,Ghanaian,28/11/1969,Married,5,BEHAVIOR,['Scar arm'],['Strong'; 'Strong'],NA,NA,['Farmer'],9/1/2016,NA,5/26/2017
4907,Israeli,5/7/1985,Single,3,PARENTS,['Low IQ'],['Typing'],Exhaustion,Farmer,['Boulder_Reducer'; 'Shoe_Tester'; 'Construction'; 'Ditch_Digger'; 'Construction'],9/16/2016,7/26/2018,NA
4689,Italian,20/10/1987,Single,7,DEBT,['One arm'],['Electrical'],Time,Farmer,['Ditch_Digger'],1/27/2012,5/27/2019,NA
4838,English,14/2/1975,Married,5,DEBT,['Low IQ'; 'Dark skin'],['Computer'],Voluntarily,Ditch_Digger,['Ditch_Digger'],9/5/2012,9/5/2017,NA
4806,English,25/11/1965,Single,5,BEHAVIOR,['Low IQ'; 'Crafty'],['Computer'; 'Mathematics'],Time,Farmer,NA,1/26/2016,1/26/2016,NA
3851,American,21/3/1995,Single,0,BEHAVIOR,['Scar on face'; 'Low IQ'],['Shoe-making'],Time,Computer_Repair,['Boulder_Reducer'; 'Computer_Repair'; 'Food_TesterCivilian_Guard'],9/7/2010,8/10/2019,NA
8060,English,15/6/1987,Other,2,CULTURE,['One arm'],['Shoe-making'; 'Computer'],Time,Ditch_Digger,NA,3/28/2014,3/28/2014,NA
8974,Israeli,4/2/1995,Single,3,BEHAVIOR,['Low IQ'; 'One arm'],['Computer'],Time,Shoe_Tester,['Office_Worker'; 'Farmer'; 'Ditch_Digger'],10/3/2016,10/5/2018,NA
9798,Israeli,24/10/1984,Married,7,PARENTS,['Scar arm'; 'Scar on face'],['Computer'; 'Mathematics'],NA,NA,['Farmer'; 'Boulder_Reducer'; 'Computer_Repair'],2/14/2016,NA,2/20/2018
1643,Ghanaian,18/10/1985,Married,0,CULTURE,['Tattoo back'; 'Dark skin'],['Mechanical'; 'Electrical'],Exhaustion,Office_Worker,['Boulder_Reducer'; 'Food_TesterCivilian_Guard'; 'Food_TesterCivilian_Guard'; 'Ditch_Digger'],10/20/2010,8/25/2019,NA
5958,Ghanaian,17/5/1975,Married,2,CULTURE,['Dark skin'],['Strong'],Time,Shoe_Tester,['Farmer'; 'Ditch_Digger'],5/28/2014,6/15/2017,NA
8846,Russian,27/2/1987,Other,0,CULTURE,['Scar on face'; 'Tattoo forearm'],['Strong'],Exhaustion,Boulder_Reducer,NA,4/11/2012,4/11/2012,NA
5994,Russian,16/7/1965,Other,7,PARENTS,['Scar arm'; 'Scar on face'],['Construction'; 'Computer'],Exhaustion,Boulder_Reducer,['Shoe_Tester'],11/13/2014,1/4/2019,NA
7454,German,26/1/1969,Other,6,BEHAVIOR,['Low IQ'],['Mathematics'; 'Mechanical'],NA,NA,['Farmer'],3/1/2016,NA,1/25/2019
6098,English,14/12/1975,Single,7,DEBT,['Tattoo back'; 'One arm'],['Mechanical'; 'Shoe-making'],Voluntarily,Food_TesterCivilian_Guard,['Computer_Repair'; 'Boulder_Reducer'; 'Ditch_Digger'; 'Food_TesterCivilian_Guard'],2/10/2010,9/25/2017,NA
3215,German,25/7/1985,Married,3,PARENTS,['Scar on face'; 'Low IQ'],['Strong'; 'Construction'],Exhaustion,Farmer,['Computer_Repair'; 'Computer_Repair'],4/24/2010,3/12/2018,NA
7849,Ghanaian,15/12/1995,Married,3,BEHAVIOR,['Dark skin'; 'Crafty'],['Electrical'; 'Mathematics'],NA,NA,['Farmer'; 'Office_Worker'],12/2/2010,NA,2/14/2017
7391,Israeli,27/4/1965,Other,7,BEHAVIOR,['Dark skin'; 'No teeth'],['Electrical'; 'Mechanical'],Time,Office_Worker,['Food_TesterCivilian_Guard'; 'Food_TesterCivilian_Guard'; 'Construction'],1/13/2010,1/5/2017,NA
1845,Israeli,14/6/1995,Other,6,DEBT,['Low IQ'; 'Low IQ'],['Construction'; 'Shoe-making'],Exhaustion,Shoe_Tester,['Computer_Repair'; 'Construction'; 'Ditch_Digger'; 'Shoe_Tester'],4/21/2012,4/4/2018,NA
2348,Italian,23/2/1965,Single,0,DEBT,['Dark skin'; 'Tattoo back'],['Mechanical'; 'Mechanical'],NA,NA,['Farmer'],7/28/2012,NA,3/1/2018
7035,Ghanaian,11/5/1969,Married,2,CULTURE,['Long legs'; 'Scar arm'],['Mathematics'; 'Typing'],NA,NA,['Farmer'; 'Boulder_Reducer'],4/1/2012,NA,5/19/2018
8380,Israeli,10/9/1965,Other,0,PARENTS,['No teeth'],['Construction'],Exhaustion,Office_Worker,['Construction'; 'Office_Worker'; 'Office_Worker'],2/4/2016,7/6/2017,NA
4213,English,8/8/1969,Other,0,PARENTS,['No teeth'],['Mechanical'],NA,NA,['Construction'; 'Shoe_Tester'],10/7/2012,NA,5/26/2018
9833,American,25/3/1969,Married,6,BEHAVIOR,['Tattoo back'; 'Scar on face'],['Typing'; 'Strong'],NA,NA,['Farmer'; 'Ditch_Digger'],6/2/2014,NA,1/5/2018
3519,German,16/10/1995,Married,3,BEHAVIOR,['Long legs'; 'Scar on face'],['Typing'; 'Electrical'],Voluntarily,Computer_Repair,['Construction'],5/23/2014,6/16/2019,NA
9078,Israeli,4/4/1975,Single,1,PARENTS,['Scar arm'; 'Crafty'],['Computer'],Voluntarily,Shoe_Tester,['Farmer'],7/18/2016,3/14/2017,NA
7267,Italian,4/10/1965,Married,5,DEBT,['Scar on face'],['Shoe-making'; 'Construction'],Time,Shoe_Tester,['Food_TesterCivilian_Guard'; 'Office_Worker'; 'Boulder_Reducer'],5/14/2010,11/9/2019,NA
4990,Russian,6/3/1985,Married,0,PARENTS,['Scar arm'; 'Long legs'],['Computer'],Time,Ditch_Digger,['Computer_Repair'; 'Shoe_Tester'; 'Computer_Repair'; 'Shoe_Tester'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'],3/19/2016,10/5/2019,NA
4608,Israeli,17/10/1984,Single,2,CULTURE,['Low IQ'],['Typing'; 'Shoe-making'],Voluntarily,Shoe_Tester,['Construction'; 'Shoe_Tester'; 'Farmer'; 'Farmer'; 'Office_Worker'; 'Shoe_Tester'],5/10/2012,12/15/2019,NA
1560,Ghanaian,18/9/1984,Married,0,BEHAVIOR,['Scar on face'],['Shoe-making'; 'Mechanical'],Voluntarily,Food_TesterCivilian_Guard,['Ditch_Digger'; 'Farmer'; 'Food_TesterCivilian_Guard'],10/22/2016,5/3/2018,NA
2033,American,11/10/1975,Other,3,BEHAVIOR,['No teeth'; 'Long legs'],['Construction'; 'Strong'],Time,Shoe_Tester,['Construction'],1/4/2016,2/11/2017,NA
2206,Russian,11/1/1984,Married,1,DEBT,['Scar on face'; 'Tattoo forearm'],['Construction'],Time,Construction,['Ditch_Digger'; 'Construction'; 'Farmer'],5/26/2016,10/2/2017,NA
5355,English,2/12/1975,Single,6,PARENTS,['Tattoo back'],['Construction'; 'Mathematics'],Time,Computer_Repair,['Office_Worker'; 'Construction'; 'Shoe_Tester'; 'Farmer'; 'Ditch_Digger'],9/17/2016,1/8/2017,NA
7540,Ghanaian,9/1/1985,Single,1,CULTURE,['Long legs'],['Electrical'],Time,Food_TesterCivilian_Guard,['Farmer'; 'Computer_Repair'; 'Boulder_Reducer'; 'Office_Worker'; 'Farmer'; 'Boulder_Reducer'],10/2/2016,7/24/2018,NA
1691,Ghanaian,21/1/1995,Single,5,CULTURE,['Dark skin'],['Mechanical'],NA,NA,['Farmer'],4/11/2014,NA,11/15/2019
5729,English,3/1/1987,Married,4,DEBT,['Low IQ'],['Computer'; 'Typing'],Time,Boulder_Reducer,['Shoe_Tester'; 'Shoe_Tester'; 'Construction'; 'Construction'; 'Office_Worker'],6/12/2014,9/18/2018,NA
5306,Israeli,10/9/1975,Single,0,CULTURE,['Long legs'],['Construction'; 'Mathematics'],Voluntarily,Farmer,['Ditch_Digger'; 'Farmer'],2/2/2016,4/3/2018,NA
5324,Italian,7/7/1984,Single,0,PARENTS,['Scar arm'],['Strong'; 'Strong'],Time,Computer_Repair,['Construction'; 'Construction'; 'Shoe_Tester'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'; 'Office_Worker'],5/6/2016,1/14/2017,NA
9230,German,27/4/1987,Single,3,CULTURE,['No teeth'],['Mathematics'; 'Electrical'],Voluntarily,Ditch_Digger,['Boulder_Reducer'; 'Food_TesterCivilian_Guard'; 'Computer_Repair'],2/7/2012,11/2/2017,NA
2433,German,15/9/1965,Other,3,CULTURE,['Scar on face'; 'Scar on face'],['Computer'],Exhaustion,Shoe_Tester,NA,2/3/2014,2/3/2014,NA
1274,Ghanaian,16/7/1965,Married,2,DEBT,['Tattoo back'],['Mathematics'; 'Shoe-making'],Exhaustion,Computer_Repair,NA,9/8/2014,9/8/2014,NA
8212,German,4/4/1987,Single,5,BEHAVIOR,['Scar arm'; 'One arm'],['Strong'; 'Computer'],NA,NA,['Construction'],12/26/2014,NA,7/26/2018
9573,Russian,18/5/1965,Married,0,PARENTS,['Scar on face'; 'Crafty'],['Shoe-making'; 'Shoe-making'],Exhaustion,Boulder_Reducer,['Office_Worker'; 'Computer_Repair'; 'Shoe_Tester'; 'Boulder_Reducer'; 'Office_Worker'; 'Food_TesterCivilian_Guard'],10/27/2016,7/10/2018,NA
3068,German,4/10/1979,Married,7,PARENTS,['Tattoo back'; 'Scar arm'],['Typing'],Voluntarily,Office_Worker,NA,3/28/2016,3/28/2016,NA
110,German,1/4/1965,Other,5,DEBT,['Dark skin'],['Shoe-making'; 'Computer'],NA,NA,['Shoe_Tester'; 'Food_TesterCivilian_Guard'],2/24/2010,NA,11/28/2019
5865,American,6/2/1984,Other,2,BEHAVIOR,['Low IQ'],['Construction'],Voluntarily,Construction,['Construction'; 'Office_Worker'; 'Construction'; 'Ditch_Digger'; 'Boulder_Reducer'],6/12/2016,5/13/2018,NA
9587,Russian,3/2/1984,Single,4,DEBT,['Tattoo forearm'; 'Crafty'],['Construction'; 'Electrical'],Voluntarily,Shoe_Tester,['Office_Worker'],7/17/2010,11/3/2018,NA
3464,Ghanaian,15/2/1969,Single,2,DEBT,['Tattoo back'],['Typing'; 'Typing'],Exhaustion,Construction,['Computer_Repair'; 'Construction'; 'Computer_Repair'; 'Ditch_Digger'; 'Food_TesterCivilian_Guard'],3/1/2012,2/23/2017,NA
2887,Ghanaian,23/6/1985,Single,3,PARENTS,['Tattoo forearm'; 'Crafty'],['Construction'; 'Shoe-making'],NA,NA,['Shoe_Tester'],11/27/2010,NA,5/2/2017
3968,Italian,6/8/1979,Single,7,PARENTS,['No teeth'],['Computer'; 'Strong'],NA,NA,['Computer_Repair'; 'Construction'; 'Office_Worker'],11/3/2016,NA,3/22/2019
1214,Russian,11/9/1985,Other,4,PARENTS,['No teeth'],['Mechanical'],Voluntarily,Boulder_Reducer,['Computer_Repair'; 'Ditch_Digger'; 'Computer_Repair'; 'Ditch_Digger'; 'Boulder_Reducer'],5/10/2016,11/21/2017,NA
45,English,15/11/1995,Single,0,DEBT,['Crafty'],['Electrical'],Voluntarily,Construction,NA,6/20/2016,6/20/2016,NA
9112,English,24/1/1995,Single,5,BEHAVIOR,['Long legs'],['Construction'; 'Typing'],NA,NA,['Office_Worker'; 'Office_Worker'],1/1/2016,NA,6/7/2018
1109,Italian,21/5/1985,Married,6,CULTURE,['Scar on face'; 'Crafty'],['Mechanical'],Voluntarily,Construction,['Farmer'; 'Shoe_Tester'; 'Shoe_Tester'; 'Computer_Repair'],5/11/2010,8/7/2017,NA
5004,German,6/7/1965,Other,7,DEBT,['Scar arm'],['Computer'],Voluntarily,Shoe_Tester,['Ditch_Digger'; 'Farmer'; 'Ditch_Digger'],2/24/2012,4/9/2018,NA
1760,Italian,21/2/1975,Married,6,CULTURE,['Tattoo back'],['Mechanical'],Exhaustion,Construction,['Computer_Repair'; 'Farmer'; 'Ditch_Digger'],9/27/2014,11/8/2017,NA
7137,American,2/11/1984,Single,7,BEHAVIOR,['Crafty'],['Mathematics'],Time,Food_TesterCivilian_Guard,['Computer_Repair'; 'Boulder_Reducer'; 'Boulder_Reducer'; 'Office_Worker'; 'Construction'],12/15/2014,12/28/2018,NA
4293,Russian,9/8/1984,Single,1,CULTURE,['One arm'; 'Scar arm'],['Computer'; 'Mathematics'],Exhaustion,Boulder_Reducer,['Food_TesterCivilian_Guard'],11/14/2012,1/15/2019,NA
8093,Israeli,8/7/1985,Single,3,PARENTS,['Low IQ'; 'Scar arm'],['Mathematics'; 'Strong'],Exhaustion,Food_TesterCivilian_Guard,['Shoe_Tester'],7/12/2016,7/12/2019,NA
8949,American,26/1/1985,Married,3,PARENTS,['Scar on face'],['Mathematics'],Voluntarily,Computer_Repair,['Construction'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'; 'Farmer'; 'Ditch_Digger'],9/25/2012,7/25/2019,NA
4931,English,28/11/1995,Other,5,PARENTS,['Low IQ'],['Strong'],NA,NA,['Ditch_Digger'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'],6/19/2010,NA,4/13/2018
1209,Italian,22/9/1987,Married,7,PARENTS,['Crafty'],['Electrical'; 'Electrical'],NA,NA,['Ditch_Digger'; 'Ditch_Digger'; 'Office_Worker'],8/13/2014,NA,8/21/2017
2989,American,27/11/1995,Other,7,PARENTS,['Scar on face'; 'Tattoo forearm'],['Construction'; 'Computer'],Time,Ditch_Digger,['Construction'; 'Construction'; 'Ditch_Digger'; 'Shoe_Tester'; 'Computer_Repair'; 'Construction'],1/9/2012,4/22/2018,NA
5903,Israeli,28/8/1979,Other,7,DEBT,['Crafty'; 'Crafty'],['Electrical'; 'Computer'],NA,NA,['Computer_Repair'; 'Farmer'; 'Office_Worker'],11/2/2012,NA,3/22/2017
5396,American,7/7/1979,Married,7,DEBT,['No teeth'],['Shoe-making'],NA,NA,['Construction'; 'Food_TesterCivilian_Guard'; 'Shoe_Tester'],1/17/2014,NA,10/23/2019
1632,Ghanaian,23/4/1984,Other,0,PARENTS,['Low IQ'],['Strong'; 'Construction'],Time,Farmer,NA,10/4/2016,10/4/2016,NA
6405,German,22/3/1984,Married,0,BEHAVIOR,['Long legs'; 'Scar arm'],['Mechanical'; 'Strong'],Exhaustion,Boulder_Reducer,['Computer_Repair'; 'Computer_Repair'],3/23/2014,6/2/2017,NA
4709,American,25/3/1985,Single,1,PARENTS,['One arm'],['Computer'],Voluntarily,Ditch_Digger,NA,9/16/2014,9/16/2014,NA
8105,English,4/8/1987,Married,6,PARENTS,['Scar arm'],['Mathematics'; 'Electrical'],Time,Computer_Repair,['Shoe_Tester'],2/20/2010,11/1/2017,NA
3304,Italian,28/6/1984,Single,5,CULTURE,['Scar on face'],['Mechanical'; 'Construction'],Voluntarily,Construction,['Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Ditch_Digger'],3/1/2014,7/11/2018,NA
3688,German,12/12/1969,Single,7,CULTURE,['One arm'],['Mathematics'; 'Shoe-making'],Exhaustion,Construction,['Food_TesterCivilian_Guard'],9/12/2016,10/1/2017,NA
8438,English,12/8/1975,Married,0,BEHAVIOR,['Dark skin'],['Strong'; 'Typing'],Time,Boulder_Reducer,['Ditch_Digger'; 'Computer_Repair'; 'Boulder_Reducer'; 'Computer_Repair'; 'Food_TesterCivilian_Guard'; 'Shoe_Tester'],7/2/2014,12/8/2017,NA
5010,English,23/6/1984,Married,0,BEHAVIOR,['Tattoo forearm'; 'Long legs'],['Typing'],Time,Food_TesterCivilian_Guard,['Construction'; 'Office_Worker'],11/20/2010,11/10/2017,NA
9766,English,22/2/1979,Single,7,CULTURE,['Scar on face'],['Shoe-making'; 'Strong'],NA,NA,['Ditch_Digger'; 'Computer_Repair'; 'Office_Worker'],8/2/2014,NA,10/5/2018
1032,English,7/5/1987,Other,2,BEHAVIOR,['Crafty'; 'Dark skin'],['Electrical'],Voluntarily,Office_Worker,['Food_TesterCivilian_Guard'; 'Construction'; 'Computer_Repair'; 'Ditch_Digger'; 'Construction'; 'Ditch_Digger'],11/12/2016,3/7/2019,NA
8248,Israeli,23/2/1995,Married,4,CULTURE,['Low IQ'],['Typing'; 'Shoe-making'],Exhaustion,Farmer,['Boulder_Reducer'; 'Boulder_Reducer'],8/2/2014,8/9/2019,NA
7520,Ghanaian,3/12/1995,Single,4,CULTURE,['Scar arm'],['Mechanical'; 'Mathematics'],NA,NA,['Boulder_Reducer'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'],8/10/2010,NA,9/7/2019
6124,Italian,22/6/1965,Single,7,DEBT,['Dark skin'],['Strong'; 'Mechanical'],Voluntarily,Food_TesterCivilian_Guard,['Shoe_Tester'; 'Office_Worker'; 'Food_TesterCivilian_Guard'],5/10/2014,8/23/2019,NA
1594,Italian,12/1/1975,Single,5,BEHAVIOR,['Crafty'],['Shoe-making'],Exhaustion,Shoe_Tester,['Shoe_Tester'; 'Food_TesterCivilian_Guard'; 'Farmer'; 'Office_Worker'; 'Shoe_Tester'; 'Office_Worker'],3/10/2010,6/24/2018,NA
4682,Russian,27/1/1979,Married,7,PARENTS,['Low IQ'],['Shoe-making'; 'Mechanical'],Voluntarily,Ditch_Digger,['Office_Worker'; 'Computer_Repair'; 'Construction'; 'Farmer'; 'Farmer'; 'Food_TesterCivilian_Guard'],5/20/2016,2/5/2018,NA
4094,English,7/10/1984,Other,2,DEBT,['Low IQ'],['Electrical'],Exhaustion,Ditch_Digger,NA,5/17/2012,5/17/2012,NA
8456,Russian,16/7/1984,Other,7,BEHAVIOR,['Long legs'; 'Tattoo back'],['Strong'],Time,Farmer,['Office_Worker'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'],6/18/2016,11/22/2018,NA
2097,Italian,22/1/1985,Other,4,DEBT,['Tattoo forearm'; 'One arm'],['Mathematics'],NA,NA,['Office_Worker'; 'Computer_Repair'; 'Construction'],3/6/2012,NA,12/9/2017
4743,English,5/7/1995,Single,4,CULTURE,['No teeth'],['Typing'; 'Typing'],Exhaustion,Farmer,['Boulder_Reducer'; 'Construction'],3/9/2016,7/24/2019,NA
882,German,24/4/1995,Married,7,PARENTS,['Scar on face'],['Typing'],Voluntarily,Office_Worker,['Ditch_Digger'; 'Shoe_Tester'; 'Boulder_Reducer'; 'Farmer'],3/2/2014,6/23/2019,NA
4070,German,3/11/1987,Other,6,PARENTS,['Dark skin'; 'Dark skin'],['Computer'],Voluntarily,Shoe_Tester,['Boulder_Reducer'; 'Ditch_Digger'; 'Ditch_Digger'; 'Boulder_Reducer'; 'Office_Worker'; 'Boulder_Reducer'],8/8/2016,12/7/2018,NA
6551,Israeli,7/4/1975,Other,5,CULTURE,['Dark skin'; 'One arm'],['Mathematics'; 'Mathematics'],Voluntarily,Farmer,['Office_Worker'; 'Boulder_Reducer'; 'Farmer'; 'Farmer'; 'Construction'; 'Farmer'],11/11/2014,10/16/2017,NA
8015,American,14/6/1979,Other,7,DEBT,['Long legs'],['Mathematics'; 'Mechanical'],Time,Ditch_Digger,['Shoe_Tester'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'],9/17/2010,4/25/2019,NA
4458,Ghanaian,10/6/1969,Married,3,DEBT,['Scar arm'],['Computer'],Exhaustion,Computer_Repair,['Farmer'],4/2/2010,4/3/2017,NA
7867,German,18/11/1975,Other,2,DEBT,['Scar arm'; 'Long legs'],['Mechanical'],Exhaustion,Food_TesterCivilian_Guard,NA,1/20/2010,1/20/2010,NA
8207,English,20/8/1987,Married,0,CULTURE,['No teeth'],['Construction'],Voluntarily,Food_TesterCivilian_Guard,NA,7/12/2014,7/12/2014,NA
7955,Ghanaian,23/12/1979,Other,6,BEHAVIOR,['No teeth'; 'Tattoo back'],['Mathematics'; 'Strong'],NA,NA,['Food_TesterCivilian_Guard'],10/3/2014,NA,6/27/2017
8052,Ghanaian,9/5/1979,Other,1,PARENTS,['One arm'; 'Tattoo back'],['Construction'],Time,Ditch_Digger,['Computer_Repair'; 'Food_TesterCivilian_Guard'; 'Ditch_Digger'; 'Computer_Repair'],6/8/2010,5/9/2018,NA
6360,American,25/8/1987,Single,4,DEBT,['Scar on face'],['Typing'; 'Shoe-making'],Time,Boulder_Reducer,['Boulder_Reducer'; 'Boulder_Reducer'; 'Construction'; 'Ditch_Digger'],6/26/2012,4/5/2019,NA
8775,Ghanaian,8/11/1979,Other,6,DEBT,['Low IQ'; 'Scar on face'],['Computer'],NA,NA,['Shoe_Tester'; 'Farmer'],7/7/2010,NA,7/20/2018
9062,Russian,2/10/1984,Other,7,BEHAVIOR,['Tattoo back'; 'One arm'],['Mechanical'],Voluntarily,Construction,['Farmer'; 'Computer_Repair'; 'Office_Worker'; 'Shoe_Tester'; 'Office_Worker'],4/9/2014,7/12/2018,NA
5440,Israeli,26/3/1975,Single,5,BEHAVIOR,['Crafty'],['Electrical'],Exhaustion,Construction,['Ditch_Digger'; 'Computer_Repair'; 'Construction'; 'Ditch_Digger'; 'Boulder_Reducer'],8/22/2016,4/17/2018,NA
3661,Italian,26/6/1987,Married,7,CULTURE,['No teeth'],['Mechanical'],NA,NA,['Shoe_Tester'],3/6/2016,NA,8/14/2019
3970,Russian,23/1/1969,Married,0,CULTURE,['Tattoo back'; 'Crafty'],['Mechanical'; 'Construction'],Time,Boulder_Reducer,['Shoe_Tester'; 'Office_Worker'; 'Farmer'],2/20/2012,9/20/2019,NA
1222,Israeli,25/4/1987,Other,3,DEBT,['No teeth'],['Shoe-making'],Exhaustion,Boulder_Reducer,['Farmer'],3/2/2014,4/20/2019,NA
1966,Israeli,13/12/1995,Other,4,BEHAVIOR,['Low IQ'],['Mathematics'],Time,Construction,['Office_Worker'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'],11/20/2010,8/19/2017,NA
6660,Israeli,22/5/1979,Married,2,BEHAVIOR,['Tattoo back'; 'No teeth'],['Electrical'; 'Construction'],Time,Food_TesterCivilian_Guard,['Office_Worker'; 'Farmer'; 'Computer_Repair'],5/3/2012,2/28/2019,NA
2791,Russian,8/3/1975,Married,4,BEHAVIOR,['Crafty'],['Strong'; 'Shoe-making'],NA,NA,['Computer_Repair'; 'Food_TesterCivilian_Guard'; 'Boulder_Reducer'],7/27/2012,NA,1/16/2018
3816,Italian,27/7/1969,Single,5,BEHAVIOR,['Tattoo forearm'],['Construction'; 'Shoe-making'],Time,Office_Worker,NA,1/7/2010,1/7/2010,NA
3071,English,23/2/1984,Single,2,BEHAVIOR,['Scar arm'; 'Scar arm'],['Mathematics'; 'Mechanical'],Time,Computer_Repair,NA,10/23/2012,10/23/2012,NA
2474,Israeli,26/3/1987,Single,3,CULTURE,['Crafty'],['Computer'],Time,Office_Worker,['Office_Worker'; 'Construction'; 'Food_TesterCivilian_Guard'; 'Ditch_Digger'; 'Farmer'],11/9/2014,1/7/2017,NA
4190,Israeli,2/4/1975,Married,6,PARENTS,['One arm'; 'Low IQ'],['Mechanical'],Exhaustion,Computer_Repair,['Boulder_Reducer'; 'Boulder_Reducer'; 'Boulder_Reducer'; 'Boulder_Reducer'],1/18/2010,9/27/2017,NA
8014,German,19/8/1995,Other,3,CULTURE,['Scar arm'; 'Tattoo forearm'],['Typing'],Time,Shoe_Tester,['Farmer'; 'Farmer'; 'Computer_Repair'; 'Farmer'],8/16/2010,5/28/2018,NA
468,Ghanaian,1/10/1995,Married,5,PARENTS,['Scar on face'; 'Scar on face'],['Construction'; 'Typing'],Voluntarily,Shoe_Tester,['Ditch_Digger'; 'Computer_Repair'],12/23/2010,3/11/2018,NA
6918,Israeli,25/2/1987,Married,0,CULTURE,['Scar arm'],['Computer'],NA,NA,['Boulder_Reducer'; 'Office_Worker'; 'Farmer'],2/28/2012,NA,3/3/2017
2032,English,8/5/1985,Single,5,BEHAVIOR,['Crafty'],['Mechanical'; 'Computer'],Exhaustion,Boulder_Reducer,['Farmer'; 'Food_TesterCivilian_Guard'],11/3/2010,2/4/2018,NA
5950,German,1/4/1985,Single,7,PARENTS,['Tattoo forearm'],['Shoe-making'; 'Strong'],Voluntarily,Boulder_Reducer,['Food_TesterCivilian_Guard'; 'Ditch_Digger'],3/6/2016,9/14/2017,NA
3267,English,3/8/1969,Married,7,CULTURE,['Tattoo forearm'; 'Long legs'],['Mechanical'],Voluntarily,Office_Worker,['Farmer'],9/23/2016,9/4/2017,NA
1086,Ghanaian,15/7/1985,Single,4,BEHAVIOR,['One arm'],['Strong'; 'Shoe-making'],Voluntarily,Food_TesterCivilian_Guard,['Office_Worker'; 'Construction'; 'Ditch_Digger'; 'Computer_Repair'; 'Ditch_Digger'; 'Shoe_Tester'],7/21/2016,9/27/2018,NA
9125,English,22/12/1975,Other,5,PARENTS,['Low IQ'; 'Scar arm'],['Mathematics'; 'Mathematics'],Voluntarily,Ditch_Digger,NA,6/2/2012,6/2/2012,NA
6377,Italian,10/6/1995,Other,2,DEBT,['One arm'; 'Tattoo back'],['Typing'; 'Computer'],Voluntarily,Boulder_Reducer,['Boulder_Reducer'; 'Farmer'; 'Construction'; 'Shoe_Tester'],12/18/2014,2/1/2019,NA
3936,Israeli,2/5/1965,Other,4,BEHAVIOR,['Scar arm'],['Typing'; 'Computer'],NA,NA,['Computer_Repair'; 'Boulder_Reducer'; 'Ditch_Digger'],3/13/2014,NA,12/22/2017
1827,German,1/5/1979,Married,5,PARENTS,['Scar arm'],['Strong'; 'Shoe-making'],NA,NA,['Boulder_Reducer'],6/23/2014,NA,4/7/2018
7676,Israeli,18/12/1965,Single,1,PARENTS,['No teeth'; 'Tattoo back'],['Computer'],NA,NA,['Boulder_Reducer'],5/16/2016,NA,6/17/2017
9438,German,3/12/1979,Married,0,CULTURE,['Tattoo forearm'],['Computer'],Time,Shoe_Tester,NA,1/15/2016,1/15/2016,NA
